date,part,company,country,city,price,date,Price_euro,id
2016-01-05 22:10:24,50563-113,Flipstorm,France,Nanterre,648.25€,2016-01-05 22:10:24,648.25,81
2016-01-05 23:17:05,68084-172,Twitterbeat,France,Annecy,629.02€,2016-01-05 23:17:05,629.02,82
2016-01-06 01:04:10,49288-0285,Avaveo,France,Nice,687.63€,2016-01-06 01:04:10,687.63,83
2016-01-06 02:31:00,35356-325,Buzzbean,Germany,Düsseldorf,411.16€,2016-01-06 02:31:00,411.16,84
2016-01-06 02:37:26,49349-820,Chatterbridge,Spain,Barcelona,522.49€,2016-01-06 02:37:26,522.49,85
2016-01-06 03:12:04,36987-1697,Ntags,Portugal,Lisbon,977.41€,2016-01-06 03:12:04,977.41,86
2016-01-06 03:53:24,41163-428,Ntags,Portugal,Lisbon,152.56€,2016-01-06 03:53:24,152.56,87
2016-01-06 04:00:59,68084-595,Voomm,France,Paris,169.07€,2016-01-06 04:00:59,169.07,88
2016-01-06 04:05:10,50563-113,Riffpath,Greece,Heraklion,489.98€,2016-01-06 04:05:10,489.98,89
2016-01-06 04:41:37,0228-2167,Brainsphere,Portugal,Braga,946.63€,2016-01-06 04:41:37,946.63,90
2016-01-06 06:55:33,10237-832,Flipstorm,Greece,Athens,1067.82€,2016-01-06 06:55:33,1067.82,91
2016-01-06 07:03:07,0268-6107,Gabcube,Spain,Almada,479.94€,2016-01-06 07:03:07,479.94,92
2016-01-06 07:26:37,49349-820,Flipstorm,Greece,Athens,390.52€,2016-01-06 07:26:37,390.52,93
2016-01-06 08:11:41,49349-471,Flipstorm,France,Nanterre,1036.79€,2016-01-06 08:11:41,1036.79,94
2016-01-06 08:28:22,62756-707,Shufflebeat,Portugal,Porto,313.73€,2016-01-06 08:28:22,313.73,95
2016-01-06 08:42:14,51138-049,Flipstorm,France,Nanterre,852.71€,2016-01-06 08:42:14,852.71,96
2016-01-06 09:07:51,24286-1562,Flipstorm,Greece,Athens,387.76€,2016-01-06 09:07:51,387.76,97
2016-01-06 09:16:16,49035-530,Buzzbean,Germany,Düsseldorf,844.48€,2016-01-06 09:16:16,844.48,98
2016-01-06 09:54:27,58668-4281,Ntags,Portugal,Lisbon,915.44€,2016-01-06 09:54:27,915.44,99
2016-01-06 10:45:18,68462-565,Thoughtmix,Portugal,Amadora,1046.53€,2016-01-06 10:45:18,1046.53,100
2016-01-06 11:49:16,43419-018,Flipstorm,Greece,Athens,251.79€,2016-01-06 11:49:16,251.79,101
2016-01-06 12:04:39,10578-049,Twitterbeat,France,Annecy,675.32€,2016-01-06 12:04:39,675.32,102
2016-01-06 15:15:02,49967-724,Flipstorm,Greece,Athens,539.33€,2016-01-06 15:15:02,539.33,103
2016-01-06 15:39:25,55700-014,Thoughtmix,Portugal,Amadora,589.44€,2016-01-06 15:39:25,589.44,104
2016-01-06 16:45:25,13537-259,Buzzbean,Germany,Düsseldorf,978.12€,2016-01-06 16:45:25,978.12,105
2016-01-06 17:36:36,0603-6134,Flipstorm,France,Nanterre,812.99€,2016-01-06 17:36:36,812.99,106
2016-01-06 17:55:34,52343-025,Flipstorm,France,Nanterre,685.99€,2016-01-06 17:55:34,685.99,107
2016-01-06 18:57:33,51346-145,Roodel,Portugal,Aranhas,1028.69€,2016-01-06 18:57:33,1028.69,108
2016-01-06 19:24:37,68180-121,Thoughtmix,Portugal,Amadora,1062.97€,2016-01-06 19:24:37,1062.97,109
2016-01-06 19:54:02,98132-889,Flipstorm,France,Nanterre,303.01€,2016-01-06 19:54:02,303.01,110
2016-01-06 20:11:13,0268-1604,Teklist,Netherlands,Arnhem,138.48€,2016-01-06 20:11:13,138.48,111
2016-01-06 21:02:40,49349-106,Eimbee,France,Amiens,789.66€,2016-01-06 21:02:40,789.66,112
2016-01-06 21:52:11,13537-259,Voomm,France,Paris,690.9€,2016-01-06 21:52:11,690.9,113
2016-01-06 22:52:04,61398-0828,Flipstorm,Greece,Athens,455.39€,2016-01-06 22:52:04,455.39,114
2016-01-06 22:57:09,24286-1562,Flipstorm,Greece,Athens,379.92€,2016-01-06 22:57:09,379.92,115
2016-01-06 23:42:01,10578-049,Thoughtmix,Portugal,Amadora,370.82€,2016-01-06 23:42:01,370.82,116
2016-01-07 01:49:15,36800-952,Yozio,Greece,Patras,386.76€,2016-01-07 01:49:15,386.76,117
2016-01-07 05:50:47,0699-7041,Flipstorm,Greece,Athens,696.46€,2016-01-07 05:50:47,696.46,118
2016-01-07 06:32:31,0268-1604,Flipstorm,Greece,Athens,150.58€,2016-01-07 06:32:31,150.58,119
2016-01-07 08:29:28,63629-2733,Brainsphere,Portugal,Braga,255.41€,2016-01-07 08:29:28,255.41,120
2016-01-07 08:45:08,55289-164,Thoughtmix,Portugal,Amadora,-95.08€,2016-01-07 08:45:08,95.08,121
2016-01-07 08:55:32,62011-0219,Brainsphere,Portugal,Braga,925.83€,2016-01-07 08:55:32,925.83,122
2016-01-07 12:52:30,60505-2867,Ntags,Portugal,Lisbon,230.49€,2016-01-07 12:52:30,230.49,123
2016-01-07 14:46:01,24286-1562,Thoughtmix,Portugal,Amadora,265.42€,2016-01-07 14:46:01,265.42,124
2016-01-07 14:46:34,51346-145,Flipstorm,Greece,Athens,945.54€,2016-01-07 14:46:34,945.54,125
2016-01-07 16:33:00,44946-1046,Flipstorm,Greece,Athens,426.31€,2016-01-07 16:33:00,426.31,126
2016-01-07 17:10:10,68752-024,Flipstorm,Greece,Athens,914.21€,2016-01-07 17:10:10,914.21,127
2016-01-07 17:49:00,49348-574,Ntags,Portugal,Lisbon,299.84€,2016-01-07 17:49:00,299.84,128
2016-01-07 18:45:15,41163-428,Twitterbeat,France,Annecy,117.13€,2016-01-07 18:45:15,117.13,129
2016-01-07 19:26:14,62011-0219,Flipstorm,Greece,Athens,863.13€,2016-01-07 19:26:14,863.13,130
2016-01-07 19:47:59,62011-0219,Yozio,Greece,Patras,914.44€,2016-01-07 19:47:59,914.44,131
2016-01-07 19:50:44,55154-5057,Shufflebeat,Portugal,Porto,543.4€,2016-01-07 19:50:44,543.4,132
2016-01-07 20:43:23,10578-049,Flipstorm,France,Nanterre,688.77€,2016-01-07 20:43:23,688.77,133
2016-01-07 22:07:31,49999-737,Flipstorm,Greece,Athens,841.34€,2016-01-07 22:07:31,841.34,134
2016-01-08 03:22:32,49349-471,Yozio,Greece,Patras,827.58€,2016-01-08 03:22:32,827.58,135
2016-01-08 06:21:54,0699-7041,Riffpath,Greece,Heraklion,954.29€,2016-01-08 06:21:54,954.29,136
2016-01-08 06:36:35,51138-049,Thoughtmix,Portugal,Amadora,373.07€,2016-01-08 06:36:35,373.07,137
2016-01-08 08:22:03,61398-0828,Innojam,Netherlands,Amsterdam,311.23€,2016-01-08 08:22:03,311.23,138
2016-01-08 08:39:06,62670-4404,Twitterbeat,France,Annecy,467.69€,2016-01-08 08:39:06,467.69,139
2016-01-08 09:17:14,49349-314,Voomm,France,Paris,503.06€,2016-01-08 09:17:14,503.06,140
2016-01-08 09:40:58,58118-5060,Voomm,France,Paris,116.7€,2016-01-08 09:40:58,116.7,141
2016-01-08 14:06:06,24385-268,Brainsphere,Portugal,Braga,200.13€,2016-01-08 14:06:06,200.13,142
2016-01-08 15:51:29,21695-267,Yozio,Greece,Patras,459.66€,2016-01-08 15:51:29,459.66,143
2016-01-08 17:09:06,0268-1128,Flipstorm,France,Nanterre,608.86€,2016-01-08 17:09:06,608.86,144
2016-01-08 17:57:42,44946-1046,Thoughtmix,Portugal,Amadora,414.05€,2016-01-08 17:57:42,414.05,145
2016-01-08 21:37:42,54868-6311,Ntags,Portugal,Lisbon,433.33€,2016-01-08 21:37:42,433.33,146
2016-01-08 22:16:38,52959-433,Brainsphere,Portugal,Braga,328.54€,2016-01-08 22:16:38,328.54,147
2016-01-08 23:29:20,10267-2529,Roodel,Portugal,Aranhas,458.13€,2016-01-08 23:29:20,458.13,148
2016-01-09 01:23:57,0615-7679,Flipstorm,Greece,Athens,289.36€,2016-01-09 01:23:57,289.36,149
2016-01-09 01:36:57,51138-049,Thoughtmix,Portugal,Amadora,1176.1€,2016-01-09 01:36:57,1176.1,150
2016-01-09 02:59:10,61398-0828,Yozio,Greece,Patras,265.77€,2016-01-09 02:59:10,265.77,151
2016-01-09 03:19:58,65044-3014,Chatterbridge,Spain,Barcelona,706.25€,2016-01-09 03:19:58,706.25,152
2016-01-09 03:22:45,49348-574,Twitterbeat,France,Annecy,290.66€,2016-01-09 03:22:45,290.66,153
2016-01-09 03:25:39,0268-6107,Chatterbridge,Spain,Barcelona,487.23€,2016-01-09 03:25:39,487.23,154
2016-01-09 04:36:12,52380-1102,Flipstorm,Greece,Athens,739.67€,2016-01-09 04:36:12,739.67,155
2016-01-09 04:56:00,49348-574,Roodel,Portugal,Aranhas,298.88€,2016-01-09 04:56:00,298.88,156
2016-01-09 05:51:27,13537-259,Brainsphere,Portugal,Braga,892.36€,2016-01-09 05:51:27,892.36,157
2016-01-09 05:57:23,0268-1604,Flipstorm,Greece,Athens,127.55€,2016-01-09 05:57:23,127.55,158
2016-01-09 06:00:25,51346-145,Thoughtmix,Portugal,Amadora,1002.34€,2016-01-09 06:00:25,1002.34,159
2016-01-09 07:00:30,0228-2167,Yozio,Greece,Patras,1519.48€,2016-01-09 07:00:30,1519.48,160
2016-01-09 07:26:12,58118-5060,Flipstorm,Greece,Athens,233.92€,2016-01-09 07:26:12,233.92,161
2016-01-09 09:30:18,55154-5057,Flipstorm,Greece,Athens,775.36€,2016-01-09 09:30:18,775.36,162
2016-01-09 13:29:46,55154-5057,Chatterbridge,Spain,Barcelona,665.23€,2016-01-09 13:29:46,665.23,163
2016-01-09 14:55:27,51079-947,Chatterbridge,Spain,Barcelona,763.51€,2016-01-09 14:55:27,763.51,164
2016-01-09 17:12:20,36987-1697,Flipstorm,Greece,Athens,502.47€,2016-01-09 17:12:20,502.47,165
2016-01-09 18:05:19,49349-471,Shufflebeat,Portugal,Porto,716.2€,2016-01-09 18:05:19,716.2,166
2016-01-09 18:45:25,16590-177,Brainsphere,Portugal,Braga,221.24€,2016-01-09 18:45:25,221.24,167
2016-01-09 21:05:12,13537-259,Teklist,Netherlands,Arnhem,732.79€,2016-01-09 21:05:12,732.79,168
2016-01-09 21:11:34,16590-177,Gabcube,Spain,Almada,1681.96€,2016-01-09 21:11:34,1681.96,169
2016-01-09 22:36:39,55700-014,Ntags,Portugal,Lisbon,678.09€,2016-01-09 22:36:39,678.09,170
2016-01-09 22:48:02,52125-444,Flipstorm,Greece,Athens,269.88€,2016-01-09 22:48:02,269.88,171
2016-01-10 02:34:49,76314-002,Flipstorm,France,Nanterre,457.59€,2016-01-10 02:34:49,457.59,172
2016-01-10 03:18:22,36987-1697,Buzzbean,Germany,Düsseldorf,1159.46€,2016-01-10 03:18:22,1159.46,173
2016-01-10 04:05:01,44946-1046,Chatterbridge,Spain,Barcelona,421.38€,2016-01-10 04:05:01,421.38,174
2016-01-10 04:07:03,24286-1562,Buzzbean,Germany,Düsseldorf,333.67€,2016-01-10 04:07:03,333.67,175
2016-01-10 06:14:59,67046-030,Shufflebeat,Portugal,Porto,170.42€,2016-01-10 06:14:59,170.42,176
2016-01-10 06:55:23,49967-724,Flipstorm,Greece,Athens,549.22€,2016-01-10 06:55:23,549.22,177
2016-01-10 08:25:26,62011-0219,Flipstorm,Greece,Athens,785.47€,2016-01-10 08:25:26,785.47,178
2016-01-10 08:54:43,49738-105,Eimbee,France,Amiens,528.5€,2016-01-10 08:54:43,528.5,179
2016-01-10 09:34:08,76335-006,Ntags,Portugal,Lisbon,322.23€,2016-01-10 09:34:08,322.23,180
2016-01-10 10:44:58,10578-049,Roodel,Portugal,Aranhas,1053.2€,2016-01-10 10:44:58,1053.2,181
2016-01-10 15:33:47,16477-306,Shufflebeat,Portugal,Porto,988.78€,2016-01-10 15:33:47,988.78,182
2016-01-10 17:03:57,50563-113,Flipstorm,Greece,Athens,831.99€,2016-01-10 17:03:57,831.99,183
2016-01-10 19:02:40,54092-515,Gabcube,Spain,Almada,772.98€,2016-01-10 19:02:40,772.98,184
2016-01-10 19:09:23,55700-014,Twitterbeat,France,Annecy,647.59€,2016-01-10 19:09:23,647.59,185
2016-01-10 19:22:30,58596-001,Thoughtmix,Portugal,Amadora,472.26€,2016-01-10 19:22:30,472.26,186
2016-01-10 19:53:29,42254-213,Thoughtmix,Portugal,Amadora,203.13€,2016-01-10 19:53:29,203.13,187
2016-01-10 20:40:34,16714-295,Twitterbeat,France,Annecy,647.37€,2016-01-10 20:40:34,647.37,188
2016-01-10 22:04:24,54473-578,Thoughtmix,Portugal,Amadora,187.87€,2016-01-10 22:04:24,187.87,189
2016-01-10 22:40:46,68180-121,Flipstorm,France,Nanterre,1403.31€,2016-01-10 22:40:46,1403.31,190
2016-01-10 23:18:51,36800-952,Brainsphere,Portugal,Braga,323.01€,2016-01-10 23:18:51,323.01,191
2016-01-11 00:16:57,55289-164,Voomm,France,Paris,408.08€,2016-01-11 00:16:57,408.08,192
2016-01-11 00:46:23,54473-578,Chatterbridge,Spain,Barcelona,233.75€,2016-01-11 00:46:23,233.75,193
2016-01-11 03:54:55,62011-0219,Thoughtmix,Portugal,Amadora,879.81€,2016-01-11 03:54:55,879.81,194
2016-01-11 08:02:54,35356-325,Yozio,Greece,Patras,682.84€,2016-01-11 08:02:54,682.84,195
2016-01-11 08:31:18,68752-024,Voomm,France,Paris,724.32€,2016-01-11 08:31:18,724.32,196
2016-01-11 08:31:34,43419-018,Flipstorm,Greece,Athens,299.1€,2016-01-11 08:31:34,299.1,197
2016-01-11 10:33:25,24286-1562,Ntags,Portugal,Lisbon,184.01€,2016-01-11 10:33:25,184.01,198
2016-01-11 10:37:02,37205-992,Flipstorm,Greece,Athens,659.42€,2016-01-11 10:37:02,659.42,199
2016-01-11 11:28:13,65044-3014,Flipstorm,Greece,Athens,854.65€,2016-01-11 11:28:13,854.65,200
2016-01-11 11:56:24,16477-306,Teklist,Netherlands,Arnhem,1140.08€,2016-01-11 11:56:24,1140.08,201
2016-01-11 12:54:18,52125-136,Ntags,Portugal,Lisbon,489.06€,2016-01-11 12:54:18,489.06,202
2016-01-11 14:25:59,35356-325,Brainsphere,Portugal,Braga,834.24€,2016-01-11 14:25:59,834.24,203
2016-01-11 15:37:13,49035-530,Buzzbean,Germany,Düsseldorf,799.44€,2016-01-11 15:37:13,799.44,204
2016-01-11 16:32:14,50563-113,Buzzbean,Germany,Düsseldorf,450.61€,2016-01-11 16:32:14,450.61,205
2016-01-11 16:47:05,0268-1128,Thoughtmix,Portugal,Amadora,1129.01€,2016-01-11 16:47:05,1129.01,206
2016-01-11 18:38:04,13537-468,Flipstorm,Greece,Athens,325.28€,2016-01-11 18:38:04,325.28,207
2016-01-11 21:51:38,98132-889,Thoughtmix,Portugal,Amadora,183.84€,2016-01-11 21:51:38,183.84,208
2016-01-11 23:18:17,68180-121,Thoughtmix,Portugal,Amadora,396.68€,2016-01-11 23:18:17,396.68,209
2016-01-11 23:59:42,0228-2167,Brainsphere,Portugal,Braga,731.79€,2016-01-11 23:59:42,731.79,210
2016-01-12 00:36:02,58596-001,Shufflebeat,Portugal,Porto,475.5€,2016-01-12 00:36:02,475.5,211
2016-01-12 01:23:21,41163-428,Yozio,Greece,Patras,150.29€,2016-01-12 01:23:21,150.29,212
2016-01-12 01:54:39,16477-306,Voomm,France,Paris,896.04€,2016-01-12 01:54:39,896.04,213
2016-01-12 03:55:10,16729-167,Brainsphere,Portugal,Braga,52.7€,2016-01-12 03:55:10,52.7,214
2016-01-12 05:27:20,52959-433,Shufflebeat,Portugal,Porto,327.38€,2016-01-12 05:27:20,327.38,215
2016-01-12 05:44:35,49349-106,Shufflebeat,Portugal,Porto,517.12€,2016-01-12 05:44:35,517.12,216
2016-01-12 05:57:06,51346-126,Ntags,Portugal,Lisbon,91.36€,2016-01-12 05:57:06,91.36,217
2016-01-12 06:47:09,49967-724,Chatterbridge,Spain,Barcelona,470.3€,2016-01-12 06:47:09,470.3,218
2016-01-12 07:15:22,0228-2167,Flipstorm,France,Nanterre,233.52€,2016-01-12 07:15:22,233.52,219
2016-01-12 08:42:40,13537-259,Flipstorm,France,Nanterre,774.18€,2016-01-12 08:42:40,774.18,220
2016-01-12 08:52:50,55700-014,Twitterbeat,France,Annecy,644.97€,2016-01-12 08:52:50,644.97,221
2016-01-12 10:32:19,0268-6107,Yozio,Greece,Patras,489.03€,2016-01-12 10:32:19,489.03,222
2016-01-12 10:52:59,55566-2100,Brainsphere,Portugal,Braga,314.74€,2016-01-12 10:52:59,314.74,223
2016-01-12 11:14:33,0268-1401,Twitterbeat,France,Annecy,1063.5€,2016-01-12 11:14:33,1063.5,224
2016-01-12 12:22:25,49967-724,Flipstorm,Greece,Athens,470.3€,2016-01-12 12:22:25,470.3,225
2016-01-12 12:35:18,13537-259,Buzzbean,Germany,Düsseldorf,735.84€,2016-01-12 12:35:18,735.84,226
2016-01-12 13:38:30,55566-2100,Twitterbeat,France,Annecy,859.2€,2016-01-12 13:38:30,859.2,227
2016-01-12 14:57:40,49967-724,Eimbee,France,Amiens,525.63€,2016-01-12 14:57:40,525.63,228
2016-01-12 16:01:36,55856-0003,Brainsphere,Portugal,Braga,225.88€,2016-01-12 16:01:36,225.88,229
2016-01-12 16:15:47,49349-820,Chatterbridge,Spain,Barcelona,381.83€,2016-01-12 16:15:47,381.83,230
2016-01-12 16:36:45,49520-501,Shufflebeat,Portugal,Porto,791.05€,2016-01-12 16:36:45,791.05,231
2016-01-12 16:46:23,16714-295,Flipstorm,France,Nanterre,640.84€,2016-01-12 16:46:23,640.84,232
2016-01-12 19:02:33,10237-832,Flipstorm,France,Nanterre,696.86€,2016-01-12 19:02:33,696.86,233
2016-01-12 20:35:05,49349-842,Thoughtmix,Portugal,Amadora,469.81€,2016-01-12 20:35:05,469.81,234
2016-01-12 21:29:55,51346-145,Voomm,France,Paris,936.74€,2016-01-12 21:29:55,936.74,235
2016-01-12 22:29:15,55700-014,Rhycero,France,Arcueil,635.89€,2016-01-12 22:29:15,635.89,236
2016-01-13 00:13:59,68233-011,Twitterbeat,France,Annecy,760.79€,2016-01-13 00:13:59,760.79,237
2016-01-13 02:21:15,51138-049,Flipstorm,Greece,Athens,809.66€,2016-01-13 02:21:15,809.66,238
